10.000000 0.050249
10.970589 0.041716
11.941176 0.035188
12.911764 0.030081
13.882353 0.026012
14.852942 0.022716
15.823529 0.020009
16.794117 0.017759
17.764706 0.015869
18.735294 0.014265
19.705883 0.012892
20.676470 0.011709
21.647058 0.010682
22.617647 0.009784
23.588234 0.008994
24.558823 0.008297
25.529411 0.007678
26.500000 0.007125
27.470589 0.006630
28.441175 0.006185
29.411764 0.005783
30.382353 0.005420
31.352940 0.005089
32.323528 0.004788
33.294117 0.004513
34.264706 0.004261
35.235294 0.004029
36.205883 0.003816
37.176468 0.003619
38.147057 0.003437
39.117645 0.003269
40.088234 0.003112
41.058823 0.002967
42.029411 0.002831
43.000000 0.002705
43.970589 0.002587
44.941177 0.002476
45.911762 0.002373
46.882351 0.002275
47.852940 0.002184
48.823528 0.002098
49.794117 0.002017
50.764706 0.001941
51.735294 0.001868
52.705879 0.001800
53.676468 0.001736
54.647057 0.001675
55.617645 0.001617
56.588234 0.001562
57.558823 0.001509
58.529411 0.001460
59.500000 0.001413
60.470589 0.001368
61.441174 0.001325
62.411762 0.001284
63.382351 0.001245
64.352936 0.001207
65.323524 0.001172
66.294113 0.001138
67.264702 0.001105
68.235291 0.001074
69.205879 0.001044
70.176468 0.001015
71.147057 0.000988
72.117645 0.000961
73.088234 0.000936
74.058823 0.000912
75.029411 0.000888
76.000000 0.000866
76.970589 0.000844
77.941177 0.000823
78.911766 0.000803
79.882355 0.000784
80.852936 0.000765
81.823524 0.000747
82.794113 0.000729
83.764702 0.000713
84.735291 0.000696
85.705879 0.000681
86.676468 0.000666
87.647057 0.000651
88.617645 0.000637
89.588234 0.000623
90.558823 0.000610
91.529411 0.000597
92.500000 0.000584
93.470589 0.000572
94.441177 0.000561
95.411758 0.000549
96.382347 0.000538
97.352936 0.000528
98.323524 0.000517
99.294113 0.000507
100.264702 0.000497
101.235291 0.000488
102.205879 0.000479
103.176468 0.000470
104.147057 0.000461
105.117645 0.000453
106.088234 0.000444
107.058823 0.000436
108.029411 0.000428
109.000000 0.000421
109.970589 0.000413
110.941177 0.000406
111.911758 0.000399
112.882347 0.000392
113.852936 0.000386
114.823524 0.000379
115.794113 0.000373
116.764702 0.000367
117.735291 0.000361
118.705879 0.000355
119.676468 0.000349
120.647057 0.000344
121.617645 0.000338
122.588234 0.000333
123.558823 0.000328
124.529411 0.000322
125.500000 0.000317
126.470581 0.000313
127.441170 0.000308
128.411758 0.000303
129.382355 0.000299
130.352936 0.000294
131.323532 0.000290
132.294113 0.000286
133.264709 0.000282
134.235291 0.000277
135.205872 0.000274
136.176468 0.000270
137.147049 0.000266
138.117645 0.000262
139.088226 0.000258
140.058823 0.000255
141.029404 0.000251
142.000000 0.000248
142.970581 0.000245
143.941177 0.000241
144.911758 0.000238
145.882355 0.000235
146.852936 0.000232
147.823532 0.000229
148.794113 0.000226
149.764709 0.000223
150.735291 0.000220
151.705872 0.000217
